time_ns,rmsd
0.0,5.696360638420372e-07
0.1,1.024554226228596
0.2,1.1088007041844912
0.30000000000000004,1.3336159568059003
0.4,1.353499780436864
0.5,1.5677265866963856
0.6000000000000001,1.4393221068893474
0.7000000000000001,1.2946151117309594
0.8,1.3835372046698873
0.9,1.6364389492464946
1.0,1.7066965032195118
1.1,1.7315596205178077
1.2000000000000002,1.7487872781625617
1.3,1.937997744888214
1.4000000000000001,2.0195198408657116
1.5,2.2824078850261587
1.6,2.3032996551148157
1.7000000000000002,2.161943248614903
1.8,2.483921058789132
1.9000000000000001,2.720294101126297
2.0,2.369866643531349
2.1,2.233524887782517
2.2,2.165623784411995
2.3000000000000003,2.395391847793396
2.4000000000000004,2.5510543392395975
2.5,2.1342950335927506
2.6,2.12080728844773
2.7,2.114317782340506
2.8000000000000003,2.377925393236872
2.9000000000000004,2.3682788378907937
3.0,2.557855736821491
3.1,2.5419550451524136
3.2,2.4955855586223277
3.3000000000000003,2.9278694086902193
3.4000000000000004,2.7018074910341525
3.5,2.5982819728169075
3.6,2.9007204208683715
3.7,2.61590743019727
3.8000000000000003,2.4746197150107077
3.9000000000000004,2.2521800831219716
4.0,2.141791435345114
4.1000000000000005,2.3387453969328713
4.2,2.4591534181184906
4.3,2.148934211309367
4.4,2.354214886861591
4.5,2.2817022675132317
4.6000000000000005,2.4508539433246628
4.7,2.3114730976885376
4.800000000000001,2.5882371968440534
4.9,2.527365944630843
5.0,2.49872637214289
5.1000000000000005,2.174133476636348
5.2,2.128328320411546
5.300000000000001,2.523045641031946
5.4,2.3989772332071895
5.5,2.335673944232521
5.6000000000000005,2.599988569693584
5.7,2.394251630299157
5.800000000000001,2.19325468910902
5.9,2.282055178833755
6.0,2.298869932978106
6.1000000000000005,2.3631232714115535
6.2,2.5044923638727377
6.300000000000001,2.5698119002000794
6.4,2.526631637374525
6.5,2.502994005366382
6.6000000000000005,2.3904809438150285
6.7,2.364594960224057
6.800000000000001,2.1835435792272193
6.9,2.246973426777912
7.0,2.421128928902096
7.1000000000000005,2.4622212872974947
7.2,2.1756696819697128
7.300000000000001,2.0134371965951168
7.4,1.937614778530477
7.5,2.244909323706144
7.6000000000000005,2.2614452754637284
7.7,2.290740416850981
7.800000000000001,2.5270107401251094
7.9,2.4626467139529975
8.0,1.8381512924768986
8.1,1.7295237453618093
8.200000000000001,2.1256842312393767
8.3,2.245852537299003
8.4,2.6820303957801315
8.5,2.9568906957455012
8.6,2.4285617656495617
8.700000000000001,2.3862163116891755
8.8,2.5463548223963035
8.9,2.5409045457540897
9.0,2.4047274082566594
9.1,2.172176350990096
9.200000000000001,2.09394908548692
9.3,2.5700704419267484
9.4,2.463623025552271
9.5,2.1256575696425446
9.600000000000001,2.2059595265173852
9.700000000000001,2.1023204892750593
9.8,2.0065830633341477
9.9,2.1277670987263777
10.0,2.2851143850901994
10.100000000000001,2.00824623579086
10.200000000000001,2.2113250672899674
10.3,2.3251538151246107
10.4,2.47642727039818
10.5,2.0131310350923317
10.600000000000001,1.8567287475888443
10.700000000000001,2.351604880997048
10.8,2.3405654419192645
10.9,2.512609370587938
11.0,2.066875988064692
11.100000000000001,1.7698282698325078
11.200000000000001,1.7186305683975684
11.3,1.8332429584462129
11.4,1.8454387225397393
11.5,1.9134744189054254
11.600000000000001,2.203178896673002
11.700000000000001,1.7360354016086303
11.8,1.8219846342515609
11.9,1.660848164810487
12.0,1.50268053289673
12.100000000000001,1.4241921567770257
12.200000000000001,1.3564334526521928
12.3,1.616368066200953
12.4,1.5573545119663017
12.5,1.7092012760310016
12.600000000000001,2.05742825714754
12.700000000000001,1.733864769380621
12.8,1.8257651570151838
12.9,1.9614514448637141
13.0,1.7899070457762596
13.100000000000001,1.885117666751025
13.200000000000001,1.8438025161567484
13.3,2.076478957337995
13.4,1.853782650758052
13.5,1.651301370064294
13.600000000000001,1.808294459959731
13.700000000000001,1.6818384248188467
13.8,1.7004501700003705
13.9,1.7052241888321795
14.0,1.901819598305214
14.100000000000001,1.6122563849544558
14.200000000000001,1.8723803216366686
14.3,1.7896913764932307
14.4,1.9083422213148353
14.5,2.0623971070860883
14.600000000000001,2.0167876217273233
14.700000000000001,1.733301042984952
14.8,1.9849408372311461
14.9,2.064786372924743
15.0,2.1347443934992043
15.100000000000001,1.9370357549223471
15.200000000000001,2.061597071540438
15.3,1.904420462537104
15.4,1.7312998343253425
15.5,1.7897808119856429
15.600000000000001,1.830918646867644
15.700000000000001,2.0913343529759163
15.8,2.2312297961356564
15.9,2.1988663214038766
16.0,2.0854289743555987
16.1,2.405535456707479
16.2,2.256660289861826
16.3,2.556989113021721
16.400000000000002,2.221669155272539
16.5,2.1309520503107735
16.6,2.0583050519349833
16.7,1.767375237554951
16.8,1.831406560634464
16.900000000000002,1.668891383820707
