,0
0,0.0941878706
1,0.1581331491
2,0.0805820525
3,0.0855851471
4,0.0528393388
5,0.1202358529
6,0.1172366142
7,0.2996997833
8,0.0864140466
9,0.1377635896
10,0.1531182379
11,0.1240885928
12,0.1168952733
13,0.1158322394
14,0.0757603273
15,0.2189645469
16,0.0599232279
17,0.0463795513
18,0.2743332684
19,0.2022854239
20,0.1074737087
21,0.0561920963
22,0.0705866069
23,0.069018729
24,0.0852406472
25,0.0767848268
26,0.120242469
27,0.0649241433
28,0.0407857709
29,0.0557366759
30,0.1545194983
31,0.0720020831
32,0.049620688
33,0.2089830339
34,0.2444183081
35,0.0405939408
36,0.1679211557
37,0.0821084455
38,0.1290873736
39,0.1725637615
40,0.046336107
41,0.2289521992
42,0.1099929735
43,0.0930239335
44,0.021406373
45,0.1434283257
46,0.0646773204
47,0.1269817799
48,0.1611527056
49,0.1060531586
50,0.0613144115
51,0.1114107221
52,0.0925466567
53,0.1921094358
54,0.1441565454
55,0.0439755395
56,0.1730365902
57,0.1637405455
58,0.0591942184
59,0.0450038835
60,0.0837770551
61,0.0968213901
62,0.1747535914
63,0.1197202057
64,0.1303000897
65,0.058505889
66,0.0639461204
67,0.0675144792
68,0.0770166293
69,0.2452221811
70,0.1059790626
71,0.042619314
72,0.0744065791
73,0.0562428199
74,0.2016255707
75,0.0929138437
76,0.0452284329
77,0.0857183263
78,0.0752117038
79,0.2033154964
80,0.1111987084
81,0.1136098877
82,0.3107683063
83,0.0953987688
84,0.0574755967
85,0.078983672
86,0.1897285581
87,0.1519916952
88,0.0464827232
89,0.1132364422
90,0.0837624893
91,0.3559391499
92,0.047479324
93,0.1423598379
94,0.1090050638
95,0.1888656616
96,0.1159698367
97,0.0487357415
98,0.1298090369
99,0.158263579
100,0.1149511486
101,0.1167876422
102,0.0881268457
103,0.1657892764
104,0.0810112432
105,0.0299792159
106,0.0708696246
107,0.071135819
108,0.1015685722
109,0.2550576031
110,0.0884688422
111,0.0339403115
112,0.1196889058
113,0.1655023843
114,0.2990680337
115,0.0550492853
116,0.2354186624
117,0.1120714098
118,0.1040117145
119,0.0608319342
120,0.0396267548
121,0.1258119792
122,0.1602141708
123,0.0727412999
124,0.1021334678
125,0.069769606
126,0.2551730275
127,0.1426612139
128,0.1012969092
129,0.0387335829
130,0.0520123579
131,0.0581330918
132,0.058435794
133,0.2463705391
134,0.083347179
135,0.1899041533
136,0.2577882111
137,0.0694740713
138,0.0748362243
139,0.1535305977
140,0.1417397559
141,0.0296061672
142,0.079527095
143,0.1333400756
144,0.239186421
145,0.0624270216
146,0.1265419424
147,0.0883959159
148,0.0850513428
149,0.1856762171
150,0.066317305
151,0.0952757373
152,0.1670431048
153,0.2466447502
154,0.2655854225
155,0.0269229263
156,0.1686092019
157,0.0627316684
158,0.0712364838
159,0.1344628185
160,0.1887513995
161,0.0661457554
162,0.1188988164
163,0.0922951996
164,0.1137855202
165,0.1237459928
166,0.1067762524
167,0.1260899007
168,0.2381517291
169,0.2182712257
170,0.0582204759
171,0.3388704062
172,0.2975704372
173,0.1386922002
174,0.2542518377
175,0.1173692942
176,0.1720082015
177,0.3265875876
178,0.0715014413
179,0.1662440449
180,0.0539950468
181,0.1235372499
182,0.122329399
183,0.1938016713
184,0.2290060669
185,0.1325410306
186,0.1581042856
187,0.1851713955
188,0.2742474079
189,0.1433304101
190,0.2584201694
191,0.0308709946
192,0.1112592742
193,0.1710297912
194,0.091588676
195,0.1866572499
196,0.1032674313
197,0.1450693607
198,0.2502136827
199,0.1238900721
200,0.0650899932
201,0.1128375605
202,0.0676779971
203,0.1044689193
204,0.0693835244
205,0.1173296273
206,0.1391879767
207,0.3504945338
208,0.0529890433
209,0.0883697197
210,0.0627639815
211,0.3018390238
212,0.0295509174
213,0.0515944622
214,0.1081158668
215,0.1001251191
216,0.0865193829
217,0.1164183766
218,0.0482486598
219,0.0581945591
220,0.1179788858
221,0.0966678858
222,0.1260827631
223,0.0924690887
224,0.0752326921
225,0.1898461133
226,0.2243505269
227,0.0834981129
228,0.0372702777
229,0.140082106
230,0.0312141106
231,0.0932095051
232,0.03532001
233,0.0356780812
234,0.0991334543
235,0.1636892557
236,0.1279603392
237,0.0588545799
238,0.1618705988
239,0.1784910411
240,0.2478435785
241,0.1265102029
242,0.0920144692
243,0.1741888076
244,0.1098085344
245,0.3768437207
246,0.140100345
247,0.215533942
248,0.1096601039
249,0.0490319319
250,0.0574181303
251,0.2118878216
252,0.0551110134
253,0.109420754
254,0.0649553761
255,0.1061611474
256,0.3150539994
257,0.0738923326
258,0.1639714986
259,0.1161146611
260,0.0528040156
261,0.059405122
262,0.1955389827
263,0.1306343526
264,0.2867139876
265,0.2689577341
266,0.142311722
267,0.1316999942
268,0.1391902864
269,0.023995107
270,0.1104526594
271,0.0669885129
272,0.0667801499
273,0.0698673204
274,0.3129569292
275,0.0502219945
276,0.0556926839
277,0.0464339443
278,0.0310213696
279,0.0457082987
280,0.0372237079
281,0.0472215004
282,0.0377898514
283,0.0366340727
284,0.0872687101
285,0.0269757099
286,0.0174423382
287,0.06065901
288,0.0407694876
289,0.0223510284
290,0.023169985
291,0.0367761925
292,0.019940434
293,0.061771635
294,0.028281197
295,0.0280471183
296,0.0980071872
297,0.0482892506
298,0.0630837008
299,0.0174822435
300,0.1354820281
301,0.0497056209
302,0.0384734608
303,0.0466396809
304,0.0796363205
305,0.0587316789
306,0.0169396717
307,0.093245551
308,0.0791396946
309,0.0900800377
310,0.0494989157
311,0.063423723
312,0.0268459152
313,0.0504531823
314,0.1085116863
315,0.0601932928
316,0.122008808
317,0.0460930504
318,0.1352314651
319,0.0712449327
320,0.0531113669
321,0.0333635099
322,0.0931295007
323,0.1012460738
324,0.058006715
325,0.2517204583
326,0.044124607
327,0.1055963263
328,0.0575400442
329,0.0781783164
330,0.0465786792
331,0.1336606294
332,0.0436244123
333,0.0523088276
334,0.0618104264
335,0.1378261298
336,0.1343578547
337,0.0497059673
338,0.1023383066
339,0.0645368099
340,0.1017178968
341,0.2015032172
342,0.0529381037
343,0.0756115243
344,0.0526273139
