Frame,RMSD_dock
144,3.7691195
145,3.6121507
146,3.8389711
147,3.810528
148,4.489043
149,4.0960355
150,3.6565921
151,3.6461787
152,4.3855333
153,3.478544
154,3.5090082
155,3.636861
156,3.6251268
157,3.2414649
158,3.260936
159,4.300361
160,4.392195
161,3.9257903
162,4.244219
163,4.3439326
164,3.9374168
165,3.6407638
166,3.2669513
167,3.513362
168,3.0626621
169,3.365321
170,2.834015
171,3.5781765
172,3.3782675
173,3.7295208
174,3.0626163
175,3.0405211
176,2.914543
177,3.6434073
178,2.3985693
179,3.1788485
180,2.7681744
181,3.041267
182,2.7815118
183,3.2856724
184,3.178917
185,2.9857094
186,2.969262
187,3.021663
188,3.895393
189,3.6958385
190,3.9297943
191,3.7526178
192,3.4077268
193,3.4555368
194,3.8727577
195,3.7276447
196,3.6693916
197,3.563612
198,3.8650708
199,3.5388236
200,4.052246
201,3.7179456
202,3.697061
203,3.7953184
204,3.4480371
205,3.3408704
206,3.499828
207,3.7563
208,3.5080552
209,3.5747008
210,4.334405
211,4.4792676
212,4.4715314
213,4.347312
214,4.154282
215,3.924609
216,3.8277256
217,3.749335
218,3.897971
219,3.8878593
220,3.665375
221,4.13433
222,3.5970945
223,4.3792715
224,3.786346
225,3.5681896
226,4.626942
227,3.472417
228,3.6262813
229,4.3371925
230,4.0799236
231,4.34331
232,3.839827
233,4.263685
234,3.8262746
235,3.9376082
236,4.207139
237,4.4514832
238,4.3607664
239,3.773358
240,3.591955
241,4.313052
242,4.1866355
243,4.7538013
244,4.206048
245,4.000299
246,3.9727972
247,3.6588907
248,3.3655946
249,3.9571955
250,3.7005212
251,3.8360076
252,4.578427
253,4.1474934
254,4.763763
255,3.2957904
256,2.9966009
257,2.9116821
258,3.8148203
259,3.4229429
260,3.967824
261,3.9626412
262,4.0168905
263,4.0762367
264,3.656126
265,4.14264
266,3.7337337
267,4.7000093
268,3.9532814
269,3.507955
270,3.415486
271,3.2265692
272,3.3729422
273,3.6149032
274,3.9290538
275,4.234118
276,4.13077
277,4.5320597
278,4.430529
279,4.4572525
280,4.8217635
281,4.369159
282,4.4610405
283,3.9553738
284,3.7998338
285,4.4185395
286,4.822435
287,4.303806
288,5.404733
289,4.716424
290,4.6173515
291,4.305292
292,4.365034
293,3.9010222
294,4.5957246
295,5.2580013
296,4.3353066
297,5.7446003
298,4.404247
299,4.2513976
300,5.1603036
301,4.604369
302,5.6263585
303,5.277541
304,5.2569146
305,5.5246706
306,5.9412384
307,4.821827
308,5.4285264
309,5.619922
310,6.03574
311,5.4403944
312,5.2431693
313,4.847644
314,5.130926
315,4.666521
316,4.7903156
317,4.664969
318,4.7967505
319,4.277275
320,4.4848647
321,3.8534856
322,4.53433
323,4.9640565
324,4.558915
325,4.4386406
326,4.29095
327,4.169824
328,4.0810647
329,3.8310926
330,3.1437485
331,3.7730536
332,3.9610164
333,3.7425888
334,3.9279556
335,4.288987
336,4.8219857
337,4.42401
338,3.8408911
339,4.215615
340,4.318534
341,4.652636
342,4.9559608
343,4.24076
344,5.3183007
345,4.6006265
346,5.305198
347,5.022955
348,4.7151227
349,4.8970637
350,5.175523
351,5.0871444
352,4.8840017
353,4.7490754
354,5.1949577
355,5.744599
356,5.039741
357,5.0179405
358,4.7327657
359,5.284395
360,5.488013
361,5.5351863
362,5.471643
363,4.7387924
364,5.479564
365,5.47926
366,4.84554
367,5.2878323
368,4.8499017
369,5.38987
370,5.2361584
371,5.4657707
372,5.4579954
373,4.787004
374,5.553483
375,5.9120374
376,5.109644
377,5.177557
378,4.676887
379,4.7804914
380,4.5433893
381,4.859105
382,4.2936254
383,5.2128234
384,5.0934815
385,4.5842795
386,5.305915
387,4.901062
388,4.325474
389,5.2518845
390,4.467412
391,5.2536182
392,4.990884
393,5.3580546
394,4.698969
395,4.6373725
396,4.97256
397,5.071071
398,5.2887945
399,5.1969066
400,4.4982553
401,4.6507063
402,4.567112
403,4.7741666
404,4.947149
405,4.6346107
406,5.0534787
407,4.700377
408,5.0473866
409,4.8413687
410,4.2959113
411,4.5484548
412,5.015135
413,4.433502
414,5.634713
415,4.788634
416,5.0083103
417,4.750514
418,5.1942244
419,4.729248
420,4.3319335
421,4.3010626
422,5.344378
423,5.3029027
424,4.7583704
425,5.2900114
426,5.048783
427,4.5590124
428,4.6048145
429,5.2172165
430,5.3112874
431,5.073468
432,5.444806
433,5.3277955
434,5.8491354
435,5.6474795
436,5.6499753
437,5.6942225
438,5.510872
439,4.908372
440,4.750341
441,4.7847805
442,4.504675
443,5.3453064
444,5.1071067
445,5.8051805
446,5.9150205
447,5.41006
448,5.0918565
449,5.263582
450,5.436239
451,5.2316256
452,5.3689656
453,5.4683437
454,5.3998666
455,5.478482
456,4.9624443
457,4.9164257
458,5.298545
459,5.5050645
460,5.7854996
461,5.9676633
462,5.5570354
463,4.814254
464,5.8747396
465,5.4190793
466,5.9154305
467,5.2200756
468,5.5282583
469,5.7579455
470,6.099093
471,5.5009704
472,5.5210505
473,5.490386
474,4.5397086
475,5.4505677
476,5.5168056
477,5.554047
478,5.8578672
479,5.1726446
480,4.8310785
481,4.766451
482,6.194493
483,6.1544957
484,5.8185906
485,5.9263406
486,5.831071
487,5.859594
488,5.7170415
489,5.4816885
490,4.7868137
491,5.810034
492,5.5549345
493,6.346444
494,6.6408434
495,6.4428287
496,6.717695
497,6.3358307
498,6.2226253
499,6.112185
500,6.15348
501,6.2702827
502,6.509788
503,6.0442533
504,6.3836827
505,6.2518473
506,6.4124584
507,6.4560986
508,6.6038604
509,6.965508
510,6.399956
511,6.5531363
512,6.061424
513,6.3238573
514,6.3957644
515,6.09271
516,6.0531936
517,5.8506947
518,5.998748
519,6.134062
520,6.148936
521,5.9002676
522,6.0510364
523,6.4657507
524,6.3771677
525,6.3675423
526,5.9252615
527,6.0749006
528,6.3169374
529,6.22478
530,6.016332
531,6.1957126
532,6.1326575
533,6.1628003
534,6.1585193
535,5.6454744
536,5.618034
537,5.8249416
538,5.5599484
539,5.7676115
540,6.1711383
541,6.1327925
542,6.3652296
543,5.983025
544,6.262417
545,6.578016
546,5.8189335
547,6.2366233
548,6.030487
549,6.548386
550,6.431339
551,5.555548
552,4.747188
553,4.3183713
554,5.7533507
555,5.622545
556,4.955761
557,5.555951
558,4.7774224
559,5.6960254
560,5.875593
561,6.435115
562,5.6599936
563,4.9753723
564,4.6885667
565,4.3975625
566,4.48473
567,4.8989053
568,4.72534
569,4.3301816
570,5.159088
571,4.6597586
572,5.002834
573,4.2211823
574,4.217177
575,4.719637
576,4.6265597
577,4.6077075
578,4.862889
579,5.404087
580,4.974362
581,4.7630324
582,4.4121423
583,4.3444605
584,5.228744
585,5.6012244
586,4.911377
587,4.995645
588,5.316087
589,5.5986123
590,4.3066897
591,5.5435586
592,5.1509314
593,5.167973
594,4.5219135
595,4.60306
596,4.422931
597,5.1928544
598,4.1972327
599,5.010062
600,5.012466
601,5.3575735
602,4.6226673
603,4.9265456
604,4.991682
605,4.8694434
606,5.071242
607,5.438014
608,5.6279974
609,4.7014127
610,5.178846
611,6.2830157
612,6.277845
613,6.689563
614,6.836445
615,5.1499305
616,5.8561263
617,6.1315536
618,6.226496
619,5.6493406
620,5.324104
621,5.3278394
622,5.3433924
623,5.2460375
624,5.1566696
625,5.340975
626,4.6514273
627,4.4249253
628,5.1373644
629,5.3872347
630,5.3854003
631,4.9907894
632,5.1879683
633,5.347464
634,5.591236
635,4.7231894
636,5.1674013
637,6.046277
638,5.34382
639,5.2488937
640,5.2789083
641,5.3013415
642,5.712745
643,5.653577
644,5.284955
645,5.3902545
646,5.270817
647,5.8607583
648,5.9917555
649,5.9266877
650,5.6740613
651,5.403737
652,5.599038
653,4.691087
654,6.1204376
655,6.0341797
656,6.245573
657,5.8040814
658,5.599154
659,5.7037487
660,5.865311
661,5.479569
662,5.2177653
663,6.0753565
664,5.7462735
665,5.7475915
666,5.821576
667,5.5453577
668,5.7980156
669,5.7508936
670,5.445419
671,4.9807253
672,4.452369
673,4.733151
674,5.5898213
675,5.7443943
676,5.6615577
677,5.0986423
678,4.8600717
679,5.298225
680,5.844586
681,5.5874734
682,4.2258854
683,4.927238
684,4.3452425
685,4.6453633
686,5.388805
687,4.915312
688,4.6900945
689,4.858915
690,4.4254537
691,5.031689
692,4.9901857
693,4.671126
694,4.8486547
695,5.392641
696,5.2158546
697,5.2249827
698,5.4604797
699,4.983407
700,4.84979
701,4.9102373
702,3.6552744
703,4.387655
704,4.22327
705,4.6012516
706,4.830379
707,5.0987096
708,5.3928967
709,4.8983326
710,5.197415
711,4.87929
712,5.231973
713,4.0978103
714,4.08443
715,4.3905454
716,4.532795
717,4.5044947
718,5.4027267
719,4.778654
720,4.1885257
721,3.7424674
722,5.5784364
723,5.1416006
724,5.1592655
725,5.1639876
726,4.209509
727,5.302213
728,5.228141
729,5.039126
730,4.31891
731,4.4730935
732,4.593723
733,4.8465934
734,4.813926
735,4.524024
736,5.0033355
737,5.1175103
738,4.599757
739,4.3408666
740,4.525199
741,4.643688
742,4.702702
743,5.149845
744,4.375733
745,4.5254064
746,3.9504855
747,4.403737
748,4.0242367
749,4.7022915
750,3.7925737
751,4.166749
752,4.300435
753,4.308334
754,5.113755
755,4.53248
756,4.341433
757,4.437409
758,4.0137043
759,4.2552886
760,3.5691173
761,4.312347
762,4.110995
763,3.8896525
764,3.746355
765,4.6806393
766,4.5262423
767,4.792772
768,4.4196024
769,4.348312
770,4.997506
771,3.8162727
772,4.0851865
773,4.3626575
774,5.3608756
775,3.993363
776,4.351278
777,4.3458157
778,4.4171147
779,4.2869873
780,4.4888954
781,4.142049
782,4.6141315
783,4.226881
784,5.100065
785,4.6053786
786,4.160361
787,5.312332
788,3.859091
789,4.508839
790,4.1860604
791,4.789332
792,4.4386935
793,4.932357
794,5.20106
795,4.5422196
796,4.612922
797,4.858936
798,4.726904
799,4.9581633
800,4.914691
801,4.8019853
802,4.311046
803,4.323076
804,5.0845957
805,4.739438
806,4.9949656
807,4.7164116
808,4.4555197
809,4.838908
810,5.065879
811,4.881633
812,4.1913166
813,4.4738703
814,4.6753016
815,4.265298
816,4.037728
817,4.2119513
818,4.4115334
819,4.1083283
820,4.1307263
821,3.9288735
822,4.8935823
823,4.8005943
824,4.389514
825,4.0795784
826,4.6719112
827,4.552757
828,4.80254
829,4.233899
830,4.194941
831,4.168579
832,4.2256126
833,4.6174555
834,4.499899
835,4.3502173
836,3.9724762
837,4.594138
838,3.7504573
839,4.1501236
840,4.5212355
841,4.6074147
842,3.9381914
843,3.8755276
844,4.4465413
845,3.7090535
846,4.6425
847,4.208094
848,3.7860217
849,4.005699
850,4.2355695
851,4.354477
852,4.731105
853,4.083421
854,4.5519624
855,4.5862465
856,3.774857
857,4.4564514
858,3.969456
859,4.005642
860,4.71249
861,4.226269
862,3.6776695
863,3.4884243
864,4.0980783
865,3.9165092
866,4.2101436
867,4.447131
868,3.8176992
869,4.293333
870,4.3202405
871,3.884704
872,4.4919553
873,3.9244783
874,4.0760345
875,4.24693
876,4.660324
877,4.7937946
878,3.9591205
879,4.4510474
880,4.030489
881,4.4366727
882,3.7187636
883,3.7427182
884,4.3365417
885,4.549771
886,4.79479
887,5.3825126
888,4.4817157
889,5.175559
890,4.834431
891,5.045472
892,4.7957506
893,5.331873
894,4.94888
895,5.00667
896,5.359819
897,4.7905483
898,5.4073
899,5.0314655
900,5.2415676
901,5.2099085
902,5.0710044
903,5.058118
904,5.2290406
905,5.5338845
906,5.098375
907,5.0003095
908,5.2210617
909,5.231281
910,4.968416
911,4.988848
912,4.918139
913,5.10159
914,5.3988843
915,5.526021
916,6.0388207
917,5.3872175
918,5.7358375
919,5.437907
920,5.291911
921,5.317121
922,5.466675
923,5.7164583
924,5.264369
925,5.4411163
926,5.76375
927,5.142624
928,4.995708
929,4.7928095
930,3.6269202
931,4.547042
932,4.7016964
933,4.335796
934,3.9587483
935,4.2966113
936,4.352249
937,5.1721005
938,4.459404
939,4.5648117
940,4.3098426
941,4.2752175
942,4.9373446
943,4.656847
944,4.204219
945,4.857734
946,4.306173
947,4.4028225
948,4.592822
949,4.661087
950,4.5726843
951,4.8296976
952,4.420798
953,4.5538116
954,4.5128427
955,4.3245153
956,4.30868
957,4.512478
958,4.449101
959,4.3193803
960,4.530638
961,4.9563084
962,4.4751263
963,4.7836375
964,4.790521
965,4.1855674
966,4.264226
967,4.8293886
968,4.01352
969,4.218641
970,4.803346
971,4.6226664
972,4.554108
973,4.4492645
974,4.8177514
975,4.5920677
976,4.8557596
977,4.794891
978,4.71417
979,4.5835314
980,4.925259
981,4.734596
982,4.8835325
983,4.762944
984,4.3468914
985,4.412277
986,5.0957885
987,4.544703
988,4.418003
989,4.437654
990,4.5325093
991,4.5957384
992,4.38864
993,4.4715543
994,4.70387
995,4.397645
996,4.6146865
997,4.3678493
998,4.6360545
999,4.3989043
1000,4.5598803
1001,4.975196
1002,4.117116
1003,4.2566013
1004,4.0510564
1005,4.2875776
1006,3.6923668
1007,3.4779494
1008,4.388215
1009,4.520319
1010,4.1545286
1011,4.557628
1012,4.8035607
1013,4.645954
1014,4.26438
1015,4.2066636
1016,4.0869665
1017,4.0354753
1018,4.2270107
1019,4.3117003
1020,3.9855466
1021,4.115832
1022,4.2820725
1023,3.777961
1024,4.0258884
1025,4.1583185
1026,4.7116165
1027,4.418254
1028,4.545173
1029,4.235955
1030,4.1683683
1031,4.465635
1032,4.1977425
1033,4.231726
1034,4.8469257
1035,4.3392243
1036,4.1505623
1037,4.344661
1038,4.4546394
1039,4.583679
1040,4.378778
1041,3.9304342
1042,4.22812
1043,4.3530936
1044,4.112126
1045,4.3339076
1046,4.2589364
1047,4.3233547
1048,3.8696094
1049,4.364479
1050,3.5816205
1051,3.610732
1052,4.2014713
1053,3.6547372
1054,4.50767
1055,4.105997
1056,4.4172473
1057,4.0737906
1058,4.863914
1059,4.5412264
1060,4.5442233
1061,3.8999026
1062,3.8831313
1063,3.8503876
1064,4.578779
1065,4.2048907
1066,5.000396
1067,4.9276495
1068,4.6042395
1069,4.018639
1070,4.988429
1071,5.2419615
1072,4.5295706
1073,4.488811
1074,4.680108
1075,4.5042677
1076,3.9699514
1077,4.6512623
1078,3.9715772
1079,4.625577
1080,4.653372
1081,4.648958
1082,3.896454
1083,4.6567426
1084,4.066436
1085,4.0068827
1086,4.211835
1087,4.13564
1088,4.5072846
1089,3.9885945
1090,3.9519343
1091,4.181687
1092,4.2053776
1093,4.0399632
1094,4.956055
1095,3.9888885
1096,3.8148203
1097,4.260933
1098,4.558764
1099,4.99948
1100,5.1063714
1101,4.778806
1102,4.2439337
1103,4.740152
1104,5.1649213
1105,4.8055615
1106,4.8307395
1107,5.0416727
1108,4.5112133
1109,4.7641416
1110,4.536527
1111,4.337214
1112,4.303633
1113,4.452317
1114,4.105773
1115,4.496034
1116,4.466016
1117,4.2588315
1118,4.7515483
1119,3.893086
1120,4.2915473
1121,4.2302785
1122,4.455743
1123,4.679904
1124,4.33407
1125,4.2222986
1126,4.4969087
1127,4.783271
1128,4.4745145
1129,4.494735
1130,4.6298046
1131,4.3352795
1132,4.779029
1133,4.2305303
1134,4.706284
1135,4.671649
1136,5.3692627
1137,6.13048
1138,4.6937566
1139,5.035503
1140,4.3114643
1141,5.1396427
1142,4.6222787
1143,4.400153
1144,4.294831
1145,4.512719
1146,4.709346
1147,4.741861
1148,4.573381
1149,3.9783413
1150,3.722093
1151,4.1823206
1152,4.8395543
1153,3.8919034
1154,4.8714876
1155,4.14412
1156,4.22428
1157,4.4458714
1158,4.1490765
1159,4.194335
1160,4.549062
1161,4.8938465
1162,4.235995
1163,5.0412545
1164,4.47621
1165,4.38506
1166,4.1838264
1167,4.151864
1168,4.173658
1169,4.132069
1170,4.4525404
1171,3.9498484
1172,4.29012
1173,4.166096
1174,4.063912
1175,4.156263
1176,4.39027
1177,4.214373
1178,3.9716759
1179,4.0888343
1180,4.0591245
1181,4.618174
1182,4.085181
1183,4.051746
1184,4.1758127
1185,4.2765346
1186,4.0825686
1187,4.1266713
1188,4.990461
1189,4.512925
1190,4.9198866
1191,4.5347095
1192,4.5353594
1193,3.8812628
1194,4.5731683
1195,4.550151
1196,4.399744
1197,4.3296847
1198,4.9694138
1199,4.737705
1200,4.846778
1201,5.149732
1202,4.8950186
1203,4.5535564
1204,4.4606223
1205,4.4695244
1206,4.5917954
1207,4.41141
1208,3.9900382
1209,3.8774896
1210,4.313012
1211,4.6183047
1212,4.152995
1213,4.2596893
1214,4.472075
1215,4.9102945
1216,4.55905
1217,4.861627
1218,4.4960732
1219,4.5530076
1220,4.472499
1221,4.393887
1222,4.572384
1223,4.778669
1224,4.199401
1225,4.499375
1226,5.1482873
1227,5.279423
1228,4.3781033
1229,4.384546
1230,4.6522155
1231,4.392384
1232,4.566842
1233,5.009202
1234,4.6960344
1235,4.950794
1236,4.692345
1237,4.5059323
1238,4.2238727
1239,4.0817933
1240,4.2976336
1241,4.329694
1242,4.6645966
1243,4.5642004
1244,4.2924986
1245,4.2440515
1246,4.6251802
1247,4.3927355
1248,4.35741
1249,4.236996
1250,4.428292
1251,4.3186574
1252,5.3403664
1253,4.483278
1254,4.7220984
1255,4.902757
1256,4.809356
1257,4.136483
1258,5.1298304
1259,4.890223
1260,5.279692
1261,5.730312
1262,5.6640663
1263,4.910651
1264,5.535281
1265,5.3967867
1266,5.775036
1267,5.8801045
1268,5.1829095
1269,4.81607
1270,5.452221
1271,5.0883603
1272,5.3446836
1273,5.1393466
1274,5.3345385
1275,5.0603952
1276,5.057061
1277,5.592464
1278,4.8794823
1279,5.574379
1280,5.4342704
1281,5.5896344
1282,4.8236647
1283,4.848576
1284,4.8241124
1285,4.562557
1286,4.931633
1287,4.8440723
1288,4.592077
1289,4.4508886
1290,4.5863066
1291,5.15768
1292,5.5585546
1293,5.8117523
1294,5.934122
1295,5.1422853
1296,5.251765
1297,5.0676107
1298,5.7831993
1299,5.2531543
1300,4.3149467
1301,4.791247
1302,4.4186134
1303,5.4788675
1304,4.4949436
1305,4.459507
1306,4.9568667
1307,4.779158
1308,4.4145055
1309,4.5684834
1310,3.9372194
1311,4.4354773
1312,4.4730115
1313,4.4203715
1314,3.8630564
1315,3.714236
1316,3.5346732
1317,4.007851
1318,4.460171
1319,4.3541203
1320,4.920411
1321,4.647286
1322,4.076782
1323,4.5193057
1324,4.4324756
1325,4.131784
1326,4.361576
1327,4.1407804
1328,3.911584
1329,4.119635
1330,4.3968296
1331,4.4709644
1332,4.929702
1333,3.886131
1334,3.9407156
1335,3.743972
1336,4.12763
1337,4.179097
1338,4.8640127
1339,4.208121
1340,4.3694887
1341,5.0038486
1342,4.5260925
1343,4.5796905
1344,4.561213
1345,4.6516886
1346,5.0969434
1347,4.4339767
1348,4.8666477
1349,4.827689
1350,4.02899
1351,3.9455178
1352,4.7528954
1353,5.4921126
1354,5.479354
1355,5.279173
1356,5.542841
1357,5.6735377
1358,4.8982983
1359,4.6756716
1360,4.753376
1361,5.2077703
1362,4.6823053
1363,5.570925
1364,5.6263213
1365,5.5490074
1366,5.2190623
1367,5.1549277
1368,5.034169
1369,4.474985
1370,5.133718
1371,5.2451754
1372,4.8375287
1373,4.9175034
1374,5.003239
1375,4.0344844
1376,4.7151384
1377,5.6576815
1378,5.771049
1379,5.0496607
1380,5.146219
1381,4.0905037
1382,4.274853
1383,4.484639
1384,5.693782
1385,3.828693
1386,4.73029
1387,4.829498
1388,5.0958633
1389,5.1660256
1390,5.4055343
1391,5.213658
1392,4.4824615
1393,4.461643
1394,4.4800677
1395,5.0439444
1396,4.4495964
1397,4.621043
1398,4.082187
1399,3.5116699
1400,2.8981197
1401,4.043522
1402,4.7875347
1403,3.9973636
1404,4.3504596
1405,3.9578478
1406,4.240751
1407,4.428076
1408,4.456536
1409,4.5451174
1410,4.0471387
1411,4.78442
1412,4.499752
1413,3.9497864
1414,4.472049
1415,4.329099
1416,4.335645
1417,4.058695
1418,4.0783696
1419,3.6226275
1420,4.279365
1421,4.345711
1422,4.6099553
1423,4.772923
1424,4.7739387
1425,4.3827415
1426,3.9246407
1427,4.075591
1428,4.123457
1429,4.021026
1430,4.606466
1431,4.0058284
1432,4.3465033
1433,3.8422658
1434,3.7167509
1435,4.915575
1436,4.5869446
1437,3.8263974
1438,3.8271554
1439,4.0102735
1440,5.1373386
1441,4.6766925
1442,4.5380483
1443,4.0681233
1444,5.004672
1445,4.3038325
1446,4.862171
1447,4.3162045
1448,4.9532533
1449,4.5316596
1450,4.4832277
1451,4.9989915
1452,4.3200502
1453,4.971253
1454,3.9719405
1455,4.5153713
1456,4.932066
1457,4.5823836
1458,4.772129
1459,4.705131
1460,4.564322
1461,3.8645725
1462,4.415857
1463,4.5807242
1464,4.529061
1465,4.2688384
1466,4.7201242
1467,4.433099
1468,4.729458
1469,4.8153706
1470,4.3930297
1471,4.5569925
1472,4.003932
1473,4.9461136
1474,4.4108276
1475,5.028248
1476,5.2898035
1477,4.2538223
1478,4.3721433
1479,4.5211067
1480,4.2796617
1481,4.4595304
1482,4.2422824
1483,4.882085
1484,4.6988773
1485,4.0063243
1486,4.847972
1487,5.2830544
1488,4.621136
1489,4.4513597
1490,4.436565
1491,4.1726966
1492,4.791775
1493,4.441782
1494,4.587698
1495,4.8840284
1496,4.1697845
1497,4.229967
1498,4.139593
1499,4.54709
1500,4.4719243
1501,4.4758554
1502,4.6614842
1503,4.7662954
1504,4.491517
1505,4.5079064
1506,4.3416324
1507,4.8888655
1508,4.466931
1509,4.6094947
1510,4.8062105
1511,4.878979
1512,5.3385863
1513,4.603288
1514,4.836725
1515,5.110172
1516,5.22994
1517,4.385215
1518,5.1365843
1519,4.6593914
1520,4.3365784
1521,4.4342685
1522,4.284287
1523,5.008318
1524,4.6686554
1525,4.865945
1526,4.8316183
1527,4.31592
1528,5.309913
1529,5.239594
1530,4.9568424
1531,4.545688
1532,4.678589
1533,4.4781203
1534,5.36678
1535,4.638113
1536,4.296612
1537,5.120822
1538,5.0344796
1539,4.058322
1540,4.4547744
1541,4.8114233
1542,4.1772223
1543,4.8744507
1544,5.099789
1545,4.250281
1546,4.8036036
1547,4.79675
1548,4.4136033
1549,4.514908
1550,4.6743364
1551,4.293501
1552,4.0758944
1553,4.662888
1554,4.3786964
1555,4.1124997
1556,4.035049
1557,4.3174834
1558,3.7721615
1559,4.35033
1560,4.3588357
1561,4.3868833
1562,5.7887936
1563,5.0233626
1564,4.6322217
1565,4.9717655
1566,4.844538
1567,4.5464454
1568,4.3149447
1569,4.4499145
1570,4.4772434
1571,4.3978004
1572,4.6595426
1573,4.6558
1574,4.719996
1575,4.1092854
1576,4.5589366
1577,5.4087834
1578,4.392914
1579,4.943048
1580,5.025351
1581,4.3929253
1582,3.8984277
1583,4.270496
1584,4.1119084
1585,4.385125
1586,4.4919186
1587,4.175377
1588,4.913146
1589,4.148758
1590,5.204727
1591,5.3401513
1592,4.5274353
1593,4.2556734
1594,5.171031
1595,4.1494417
1596,4.763401
1597,5.4496675
1598,4.8672314
1599,4.3513803
1600,4.4608173
1601,4.6053476
1602,5.425232
1603,4.724805
1604,5.820274
1605,5.8247757
1606,4.733655
1607,4.207787
1608,5.594889
1609,5.849328
1610,5.3303046
1611,4.8095603
1612,4.584518
1613,4.833646
1614,4.878087
1615,4.3118653
1616,4.5840955
1617,4.7653728
1618,4.8206043
1619,4.220877
1620,4.424842
1621,4.6612616
1622,4.7425895
1623,4.0830092
1624,4.87509
1625,4.71626
1626,4.62697
1627,4.439436
1628,5.304127
1629,3.9842308
1630,4.9989004
1631,4.491286
1632,4.644409
1633,4.9306307
1634,4.4197774
1635,4.4234233
1636,4.928127
1637,5.9384847
1638,5.261327
1639,4.8675117
1640,4.8177466
1641,4.8172274
1642,5.1586394
1643,4.8494844
1644,4.7881894
1645,4.334465
1646,3.9074783
1647,4.2170405
1648,5.489875
1649,4.8130183
1650,5.149876
1651,5.371242
1652,4.4047627
1653,4.0861235
1654,3.8243852
1655,4.0859027
1656,4.3141212
1657,3.7732437
1658,4.312023
1659,4.1876454
1660,4.4936576
1661,4.4201264
1662,4.8772545
1663,3.9788816
1664,4.115465
1665,4.023674
1666,4.364427
1667,4.0863547
1668,4.568277
1669,3.6816366
1670,4.499733
1671,4.3143444
1672,4.853785
1673,4.895011
1674,5.42096
1675,4.8764524
1676,5.27091
1677,5.149712
1678,4.863581
1679,4.5519624
1680,4.360405
1681,4.0811667
1682,3.8522654
1683,4.338891
1684,5.1286516
1685,4.540077
1686,4.4252524
1687,4.0663075
1688,4.2129993
1689,4.164472
1690,4.0096273
1691,5.4653764
1692,4.8433733
1693,5.036117
1694,4.945197
1695,5.2784686
1696,5.2656107
1697,5.34155
1698,4.7891107
1699,4.869035
1700,4.516458
1701,4.793695
1702,5.2613816
1703,5.56958
1704,5.2671266
1705,5.575801
1706,5.217735
1707,5.031663
1708,5.248917
1709,4.7439904
1710,4.533294
1711,4.0116906
1712,4.278517
1713,4.335409
1714,5.013436
1715,3.6661274
1716,4.549456
1717,4.4097223
1718,4.0750494
1719,3.973829
1720,3.882403
1721,4.181795
1722,4.467549
1723,4.3148594
1724,3.9773774
1725,4.0644975
1726,4.725959
1727,4.9380317
1728,4.7404594
1729,4.625593
1730,3.4063444
1731,4.0204864
1732,5.2038784
1733,3.9975476
1734,4.227664
1735,4.0624237
1736,4.0054345
1737,4.768534
1738,4.7393365
1739,4.7820096
1740,4.053875
1741,4.1483483
1742,4.438237
1743,4.050209
1744,4.121538
