Frame,RMSD_noFit_frame0
1273,4.261737
1274,4.482396
1275,4.0569763
1276,4.193533
1277,4.657969
1278,4.201847
1279,4.8360257
1280,4.5208597
1281,4.9033422
1282,4.204309
1283,3.9735386
1284,3.949059
1285,3.7473807
1286,4.095134
1287,4.150691
1288,3.9247906
1289,3.756179
1290,3.9104307
1291,4.4204836
1292,4.7621617
1293,4.8753266
1294,5.1469407
1295,4.5000067
1296,4.566661
1297,4.492508
1298,4.8018765
1299,4.4836287
1300,3.895969
1301,4.3438954
1302,3.9403028
1303,4.7378383
1304,3.982409
1305,3.9875727
1306,4.4228506
1307,4.0687485
1308,4.133687
1309,3.9261587
1310,3.25086
1311,3.7001886
1312,3.8155656
1313,3.7654068
1314,3.095621
1315,2.9658043
1316,3.1522932
1317,3.5115967
1318,4.112178
1319,3.7816875
1320,4.272236
1321,3.8434045
1322,3.1857884
1323,3.314749
1324,3.48019
1325,3.5771735
1326,3.8107796
1327,3.7440705
1328,3.5103903
1329,3.6674778
1330,3.858358
1331,4.0771165
1332,4.3510094
1333,3.3941584
1334,3.6172526
1335,3.3715765
1336,3.8405054
1337,3.7853365
1338,4.1000896
1339,3.5649474
1340,3.8462255
1341,4.2274117
1342,3.9421031
1343,4.0004487
1344,4.034737
1345,3.9345827
1346,4.542681
1347,3.8874326
1348,4.0568767
1349,4.248535
1350,3.3222678
1351,3.1509871
1352,3.995598
1353,4.4533043
1354,4.5038533
1355,4.135496
1356,4.5589166
1357,4.6513443
1358,4.4117703
1359,4.113809
1360,4.1650147
1361,4.47844
1362,4.036824
1363,4.4109297
1364,4.5381913
1365,4.530817
1366,4.1489463
1367,4.3254347
1368,4.014836
1369,3.6225
1370,4.3298526
1371,3.7218213
1372,4.103163
1373,4.191257
1374,4.1553054
1375,3.458461
1376,3.9155593
1377,4.8104215
1378,5.0105796
1379,4.3430824
1380,3.9166396
1381,3.4834967
1382,3.5899227
1383,3.8384604
1384,4.568886
1385,3.146757
1386,3.6536515
1387,4.038142
1388,4.2387013
1389,4.1269126
1390,4.5163565
1391,4.2676044
1392,4.051467
1393,3.4947321
1394,3.8269737
1395,4.338654
1396,3.7395284
1397,3.8826914
1398,3.250272
1399,3.2287173
1400,2.6044652
1401,3.1723876
1402,4.0737867
1403,3.2895238
1404,3.6210783
1405,3.357485
1406,3.5725503
1407,3.6961637
1408,3.917393
1409,3.9149003
1410,3.3025548
1411,3.8858304
1412,3.9323156
1413,3.352011
1414,3.5802832
1415,3.7949977
1416,3.6468222
1417,3.5976794
1418,3.5371044
1419,2.942259
1420,3.6798024
1421,3.552878
1422,3.9352634
1423,4.1677465
1424,4.2020416
1425,3.6878748
1426,3.345998
1427,3.3361883
1428,3.735828
1429,3.7371185
1430,4.062446
1431,3.3709772
1432,3.7150052
1433,3.4508243
1434,3.3516157
1435,4.3565955
1436,4.0880733
1437,3.1113236
1438,3.190437
1439,3.512343
1440,4.608581
1441,3.9076767
1442,3.6895642
1443,3.6077466
1444,4.336144
1445,3.5543716
1446,4.0450997
1447,3.5158904
1448,4.071622
1449,3.8431973
1450,3.7947583
1451,4.1437445
1452,3.6037567
1453,4.209764
1454,3.5246825
1455,3.9068105
1456,3.9790754
1457,3.9352865
1458,3.9850562
1459,4.093047
1460,3.7432795
1461,3.24798
1462,3.7862027
1463,3.99247
1464,3.9302714
1465,3.8039277
1466,3.9551675
1467,3.7766695
1468,4.021778
1469,4.0674706
1470,3.444394
1471,3.709918
1472,3.366274
1473,4.225495
1474,3.8383849
1475,4.0624084
1476,4.512188
1477,3.6985552
1478,3.549615
1479,3.7314522
1480,3.5584497
1481,3.9599373
1482,3.6666274
1483,4.200608
1484,3.9782405
1485,3.5525436
1486,4.2353487
1487,4.4984083
1488,3.9575164
1489,3.8779519
1490,3.8578625
1491,3.5621085
1492,4.201951
1493,3.8988497
1494,4.1145706
1495,4.226848
1496,3.5465298
1497,3.7800531
1498,3.6357439
1499,3.5142157
1500,3.9052186
1501,3.8211458
1502,4.061503
1503,4.115682
1504,3.9137948
1505,3.8194137
1506,3.6516197
1507,4.211536
1508,3.8059633
1509,3.9550152
1510,3.9352689
1511,4.1938934
1512,4.3829975
1513,3.5233057
1514,4.001419
1515,4.2386184
1516,4.256204
1517,3.6535892
1518,4.415131
1519,4.1552105
1520,3.6980484
1521,3.5327625
1522,3.4553297
1523,4.260616
1524,4.016914
1525,3.971936
1526,4.0933247
1527,3.6122615
1528,4.583847
1529,4.4567704
1530,3.9839199
1531,3.8223443
1532,3.8120549
1533,3.556563
1534,4.359352
1535,3.9247718
1536,3.6858764
1537,4.2439656
1538,3.9879801
1539,3.2779477
1540,3.8468919
1541,3.9135885
1542,3.4049225
1543,4.0646853
1544,4.1810937
1545,3.5277224
1546,3.8856037
1547,3.9258635
1548,3.4423635
1549,3.4237125
1550,3.7815163
1551,3.3971648
1552,3.2187471
1553,3.739406
1554,3.474001
1555,3.240659
1556,2.985419
1557,3.3864465
1558,2.9661922
1559,3.5501976
1560,3.4310622
1561,3.5610876
1562,4.7391925
1563,4.2798724
1564,3.7552748
1565,4.101298
1566,4.1383286
1567,3.8072898
1568,3.6042578
1569,3.7839105
1570,3.7921486
1571,3.8460665
1572,3.8607678
1573,3.975921
1574,4.1025906
1575,3.501977
1576,4.0449104
1577,4.537335
1578,3.663497
1579,4.134411
1580,4.263832
1581,3.7085495
1582,3.341743
1583,3.5793817
1584,3.320387
1585,3.4582098
1586,3.7641335
1587,3.509441
1588,4.182662
1589,3.6249166
1590,4.2286854
1591,4.3325977
1592,3.9551377
1593,3.7115314
1594,4.399973
1595,3.8788407
1596,4.352388
1597,4.6182666
1598,4.060964
1599,3.7464561
1600,3.8168793
1601,4.0017047
1602,4.8776493
1603,4.2206945
1604,5.0560656
1605,5.420753
1606,4.2486258
1607,3.7296376
1608,4.915993
1609,5.083328
1610,4.606095
1611,4.175759
1612,3.9334662
1613,3.948291
1614,4.205406
1615,3.5887196
1616,3.862491
1617,4.143787
1618,4.154307
1619,3.5203362
1620,3.803831
1621,3.9106839
1622,3.9809217
1623,3.1533442
1624,4.028696
1625,3.873704
1626,2.9021602
1627,3.601221
1628,4.0800247
1629,3.2011921
1630,4.2218137
1631,3.7456484
1632,3.8581603
1633,4.00103
1634,3.7541096
1635,3.7029266
1636,4.067604
1637,5.087125
1638,4.1134915
1639,4.1599226
1640,4.056609
1641,3.8325727
1642,4.279471
1643,3.9690669
1644,4.068485
1645,3.7588446
1646,3.4110274
1647,3.6313293
1648,4.403947
1649,3.5085082
1650,3.9482095
1651,4.174923
1652,3.7265136
1653,3.3686004
1654,3.1750634
1655,3.374353
1656,3.4041188
1657,2.9429462
1658,3.5642493
1659,3.517568
1660,3.5791721
1661,3.6031196
1662,4.0003667
1663,3.318699
1664,3.5620098
1665,3.274332
1666,3.7161186
1667,3.226686
